Camera ID,Camera Name,Event Created At
3,PTZ-Danna Top,2024-05-15 11:19:53.581738+00:00
5,PTZ-Oghi Solar,2024-05-15 11:00:53.300598+00:00
3,PTZ-Danna Top,2024-05-15 10:49:08.601406+00:00
5,PTZ-Oghi Solar,2024-05-15 10:26:21.594640+00:00
3,PTZ-Danna Top,2024-05-15 10:18:23.351570+00:00
5,PTZ-Oghi Solar,2024-05-15 09:54:02.696085+00:00
5,PTZ-Oghi Solar,2024-05-15 09:53:43.105035+00:00
5,PTZ-Oghi Solar,2024-05-15 09:53:23.663072+00:00
3,PTZ-Danna Top,2024-05-15 09:50:04.555947+00:00
3,PTZ-Danna Top,2024-05-15 09:49:30.396604+00:00
3,PTZ-Danna Top,2024-05-15 09:48:56.565102+00:00
3,PTZ-Danna Top,2024-05-15 08:15:21.990711+00:00
5,PTZ-Oghi Solar,2024-05-15 08:08:14.751736+00:00
3,PTZ-Danna Top,2024-05-15 07:44:36.024482+00:00
5,PTZ-Oghi Solar,2024-05-15 07:33:42.885468+00:00
3,PTZ-Danna Top,2024-05-15 07:13:50.260435+00:00
5,PTZ-Oghi Solar,2024-05-15 06:59:13.482543+00:00
3,PTZ-Danna Top,2024-05-15 06:43:04.944980+00:00
5,PTZ-Oghi Solar,2024-05-15 06:24:38.753297+00:00
3,PTZ-Danna Top,2024-05-15 06:12:18.472948+00:00
5,PTZ-Oghi Solar,2024-05-15 05:50:07.432725+00:00
3,PTZ-Danna Top,2024-05-15 05:41:33.042601+00:00
5,PTZ-Oghi Solar,2024-05-15 05:15:35.662682+00:00
3,PTZ-Danna Top,2024-05-15 05:10:46.854134+00:00
5,PTZ-Oghi Solar,2024-05-15 04:41:03.513104+00:00
3,PTZ-Danna Top,2024-05-15 04:40:02.458181+00:00
3,PTZ-Danna Top,2024-05-15 04:09:16.607136+00:00
5,PTZ-Oghi Solar,2024-05-15 04:06:32.012833+00:00
3,PTZ-Danna Top,2024-05-15 03:38:30.755826+00:00
5,PTZ-Oghi Solar,2024-05-15 03:32:00.027632+00:00
3,PTZ-Danna Top,2024-05-15 03:07:45.899043+00:00
5,PTZ-Oghi Solar,2024-05-15 02:57:28.468671+00:00
3,PTZ-Danna Top,2024-05-15 02:37:00.538649+00:00
5,PTZ-Oghi Solar,2024-05-15 02:22:56.882494+00:00
3,PTZ-Danna Top,2024-05-15 02:06:14.948943+00:00
5,PTZ-Oghi Solar,2024-05-15 01:48:25.569061+00:00
3,PTZ-Danna Top,2024-05-15 01:35:29.011431+00:00
5,PTZ-Oghi Solar,2024-05-15 01:13:53.370798+00:00
3,PTZ-Danna Top,2024-05-15 01:04:43.180260+00:00
5,PTZ-Oghi Solar,2024-05-15 00:39:21.393408+00:00
3,PTZ-Danna Top,2024-05-15 00:33:58.708702+00:00
5,PTZ-Oghi Solar,2024-05-15 00:04:51.063152+00:00
3,PTZ-Danna Top,2024-05-15 00:03:13.175850+00:00
3,PTZ-Danna Top,2024-05-14 23:32:28.177376+00:00
5,PTZ-Oghi Solar,2024-05-14 23:30:19.211199+00:00
3,PTZ-Danna Top,2024-05-14 23:01:42.672114+00:00
5,PTZ-Oghi Solar,2024-05-14 22:55:48.399405+00:00
3,PTZ-Danna Top,2024-05-14 22:30:58.849708+00:00
5,PTZ-Oghi Solar,2024-05-14 22:21:17.660725+00:00
3,PTZ-Danna Top,2024-05-14 22:00:13.461318+00:00
5,PTZ-Oghi Solar,2024-05-14 21:46:45.470787+00:00
3,PTZ-Danna Top,2024-05-14 21:29:28.390140+00:00
5,PTZ-Oghi Solar,2024-05-14 21:12:13.680187+00:00
3,PTZ-Danna Top,2024-05-14 20:58:42.299465+00:00
5,PTZ-Oghi Solar,2024-05-14 20:37:42.449958+00:00
3,PTZ-Danna Top,2024-05-14 20:27:57.476750+00:00
5,PTZ-Oghi Solar,2024-05-14 20:03:10.054973+00:00
3,PTZ-Danna Top,2024-05-14 19:57:12.192050+00:00
5,PTZ-Oghi Solar,2024-05-14 19:28:39.421678+00:00
3,PTZ-Danna Top,2024-05-14 19:26:28.056012+00:00
3,PTZ-Danna Top,2024-05-14 18:55:41.552275+00:00
5,PTZ-Oghi Solar,2024-05-14 18:54:07.130018+00:00
3,PTZ-Danna Top,2024-05-14 18:24:58.958413+00:00
5,PTZ-Oghi Solar,2024-05-14 18:19:36.861370+00:00
3,PTZ-Danna Top,2024-05-14 17:54:11.804014+00:00
5,PTZ-Oghi Solar,2024-05-14 17:45:05.254570+00:00
3,PTZ-Danna Top,2024-05-14 17:23:26.274539+00:00
5,PTZ-Oghi Solar,2024-05-14 17:10:34.012325+00:00
3,PTZ-Danna Top,2024-05-14 16:52:41.965095+00:00
5,PTZ-Oghi Solar,2024-05-14 16:36:01.324552+00:00
3,PTZ-Danna Top,2024-05-14 16:21:55.832544+00:00
5,PTZ-Oghi Solar,2024-05-14 16:01:30.292823+00:00
3,PTZ-Danna Top,2024-05-14 15:34:19.386007+00:00
5,PTZ-Oghi Solar,2024-05-14 15:26:58.829591+00:00
3,PTZ-Danna Top,2024-05-14 15:03:33.171029+00:00
5,PTZ-Oghi Solar,2024-05-14 14:52:26.579845+00:00
3,PTZ-Danna Top,2024-05-14 14:39:52.199186+00:00
5,PTZ-Oghi Solar,2024-05-14 14:17:55.675356+00:00
3,PTZ-Danna Top,2024-05-14 14:09:08.992187+00:00
5,PTZ-Oghi Solar,2024-05-14 13:43:24.281042+00:00
3,PTZ-Danna Top,2024-05-14 13:38:21.991821+00:00
5,PTZ-Oghi Solar,2024-05-14 13:08:55.419050+00:00
3,PTZ-Danna Top,2024-05-14 13:07:40.041432+00:00
3,PTZ-Danna Top,2024-05-14 12:36:51.791440+00:00
5,PTZ-Oghi Solar,2024-05-14 12:34:21.202381+00:00
3,PTZ-Danna Top,2024-05-14 12:06:07.281180+00:00
5,PTZ-Oghi Solar,2024-05-14 11:59:50.438365+00:00
3,PTZ-Danna Top,2024-05-14 11:35:21.213682+00:00
5,PTZ-Oghi Solar,2024-05-14 11:25:18.563927+00:00
3,PTZ-Danna Top,2024-05-14 11:04:38.069248+00:00
5,PTZ-Oghi Solar,2024-05-14 10:50:47.460535+00:00
3,PTZ-Danna Top,2024-05-14 10:33:51.442865+00:00
5,PTZ-Oghi Solar,2024-05-14 10:16:14.371046+00:00
3,PTZ-Danna Top,2024-05-14 10:03:06.230865+00:00
5,PTZ-Oghi Solar,2024-05-14 09:41:43.113588+00:00
5,PTZ-Oghi Solar,2024-05-14 09:07:10.885300+00:00
5,PTZ-Oghi Solar,2024-05-14 08:48:13.181263+00:00
5,PTZ-Oghi Solar,2024-05-14 08:47:51.456428+00:00
8,PTZ-Massar Sector 14,2024-05-14 08:20:19.870782+00:00
8,PTZ-Massar Sector 14,2024-05-14 07:49:33.977454+00:00
5,PTZ-Oghi Solar,2024-05-14 07:23:35.757515+00:00
8,PTZ-Massar Sector 14,2024-05-14 07:18:47.678895+00:00
5,PTZ-Oghi Solar,2024-05-14 06:49:04.496650+00:00
8,PTZ-Massar Sector 14,2024-05-14 06:48:02.369912+00:00
8,PTZ-Massar Sector 14,2024-05-14 06:17:15.462302+00:00
5,PTZ-Oghi Solar,2024-05-14 06:14:30.445960+00:00
5,PTZ-Oghi Solar,2024-05-14 06:11:20.483628+00:00
5,PTZ-Oghi Solar,2024-05-14 06:11:00.588465+00:00
5,PTZ-Oghi Solar,2024-05-14 06:10:33.806370+00:00
5,PTZ-Oghi Solar,2024-05-14 06:10:09.938305+00:00
5,PTZ-Oghi Solar,2024-05-14 06:09:50.541687+00:00
5,PTZ-Oghi Solar,2024-05-14 06:09:31.607991+00:00
5,PTZ-Oghi Solar,2024-05-14 06:09:13.435156+00:00
5,PTZ-Oghi Solar,2024-05-14 06:08:55.372993+00:00
5,PTZ-Oghi Solar,2024-05-14 06:08:37.575006+00:00
5,PTZ-Oghi Solar,2024-05-14 06:08:19.405355+00:00
5,PTZ-Oghi Solar,2024-05-14 06:08:01.154758+00:00
5,PTZ-Oghi Solar,2024-05-14 06:07:43.577738+00:00
5,PTZ-Oghi Solar,2024-05-14 06:07:27.435359+00:00
5,PTZ-Oghi Solar,2024-05-14 06:07:11.300749+00:00
5,PTZ-Oghi Solar,2024-05-14 06:06:54.582479+00:00
5,PTZ-Oghi Solar,2024-05-14 06:06:36.551597+00:00
5,PTZ-Oghi Solar,2024-05-14 06:06:18.146959+00:00
5,PTZ-Oghi Solar,2024-05-14 06:05:56.081675+00:00
5,PTZ-Oghi Solar,2024-05-14 06:05:30.143131+00:00
5,PTZ-Oghi Solar,2024-05-14 06:05:05.391757+00:00
5,PTZ-Oghi Solar,2024-05-14 06:04:41.746358+00:00
5,PTZ-Oghi Solar,2024-05-14 06:04:17.633419+00:00
5,PTZ-Oghi Solar,2024-05-14 06:03:50.185326+00:00
5,PTZ-Oghi Solar,2024-05-14 06:03:25.076485+00:00
5,PTZ-Oghi Solar,2024-05-14 06:03:01.899204+00:00
5,PTZ-Oghi Solar,2024-05-14 06:02:40.067292+00:00
5,PTZ-Oghi Solar,2024-05-14 06:02:18.996630+00:00
5,PTZ-Oghi Solar,2024-05-14 06:01:57.692987+00:00
5,PTZ-Oghi Solar,2024-05-14 06:01:36.735735+00:00
5,PTZ-Oghi Solar,2024-05-14 06:01:15.738098+00:00
5,PTZ-Oghi Solar,2024-05-14 06:00:54.954065+00:00
5,PTZ-Oghi Solar,2024-05-14 06:00:31.073484+00:00
5,PTZ-Oghi Solar,2024-05-14 06:00:11.101202+00:00
5,PTZ-Oghi Solar,2024-05-14 05:59:51.307659+00:00
5,PTZ-Oghi Solar,2024-05-14 05:59:32.291709+00:00
5,PTZ-Oghi Solar,2024-05-14 05:59:15.113537+00:00
5,PTZ-Oghi Solar,2024-05-14 05:58:58.184683+00:00
5,PTZ-Oghi Solar,2024-05-14 05:58:41.621211+00:00
5,PTZ-Oghi Solar,2024-05-14 05:58:25.016130+00:00
5,PTZ-Oghi Solar,2024-05-14 05:58:08.102343+00:00
5,PTZ-Oghi Solar,2024-05-14 05:57:51.362384+00:00
5,PTZ-Oghi Solar,2024-05-14 05:57:34.331618+00:00
5,PTZ-Oghi Solar,2024-05-14 05:57:17.724848+00:00
5,PTZ-Oghi Solar,2024-05-14 05:57:00.909554+00:00
5,PTZ-Oghi Solar,2024-05-14 05:56:44.163864+00:00
5,PTZ-Oghi Solar,2024-05-14 05:56:27.621794+00:00
5,PTZ-Oghi Solar,2024-05-14 05:56:10.886188+00:00
5,PTZ-Oghi Solar,2024-05-14 05:55:53.676342+00:00
5,PTZ-Oghi Solar,2024-05-14 05:55:36.799935+00:00
5,PTZ-Oghi Solar,2024-05-14 05:55:19.698815+00:00
5,PTZ-Oghi Solar,2024-05-14 05:55:02.893178+00:00
5,PTZ-Oghi Solar,2024-05-14 05:54:45.733364+00:00
5,PTZ-Oghi Solar,2024-05-14 05:54:29.074794+00:00
5,PTZ-Oghi Solar,2024-05-14 05:54:13.078952+00:00
5,PTZ-Oghi Solar,2024-05-14 05:53:57.606170+00:00
5,PTZ-Oghi Solar,2024-05-14 05:53:42.172346+00:00
5,PTZ-Oghi Solar,2024-05-14 05:53:25.325205+00:00
5,PTZ-Oghi Solar,2024-05-14 05:53:07.431752+00:00
5,PTZ-Oghi Solar,2024-05-14 05:52:49.600958+00:00
5,PTZ-Oghi Solar,2024-05-14 05:52:31.370521+00:00
5,PTZ-Oghi Solar,2024-05-14 05:52:13.015694+00:00
5,PTZ-Oghi Solar,2024-05-14 05:51:54.260241+00:00
5,PTZ-Oghi Solar,2024-05-14 05:51:35.234983+00:00
5,PTZ-Oghi Solar,2024-05-14 05:51:15.857078+00:00
5,PTZ-Oghi Solar,2024-05-14 05:50:56.338912+00:00
5,PTZ-Oghi Solar,2024-05-14 05:50:36.880904+00:00
5,PTZ-Oghi Solar,2024-05-14 05:50:17.152146+00:00
5,PTZ-Oghi Solar,2024-05-14 05:49:57.245441+00:00
5,PTZ-Oghi Solar,2024-05-14 05:49:37.392314+00:00
5,PTZ-Oghi Solar,2024-05-14 05:49:17.119973+00:00
5,PTZ-Oghi Solar,2024-05-14 05:48:56.745805+00:00
5,PTZ-Oghi Solar,2024-05-14 05:48:37.100546+00:00
5,PTZ-Oghi Solar,2024-05-14 05:48:17.376950+00:00
5,PTZ-Oghi Solar,2024-05-14 05:47:54.747836+00:00
5,PTZ-Oghi Solar,2024-05-14 05:47:34.684312+00:00
5,PTZ-Oghi Solar,2024-05-14 05:47:15.054850+00:00
5,PTZ-Oghi Solar,2024-05-14 05:46:56.168493+00:00
5,PTZ-Oghi Solar,2024-05-14 05:46:39.144306+00:00
8,PTZ-Massar Sector 14,2024-05-14 05:46:28.600585+00:00
5,PTZ-Oghi Solar,2024-05-14 05:46:22.374964+00:00
5,PTZ-Oghi Solar,2024-05-14 05:46:05.868656+00:00
5,PTZ-Oghi Solar,2024-05-14 05:45:49.140684+00:00
5,PTZ-Oghi Solar,2024-05-14 05:45:32.240973+00:00
5,PTZ-Oghi Solar,2024-05-14 05:45:15.488171+00:00
5,PTZ-Oghi Solar,2024-05-14 05:44:58.489585+00:00
5,PTZ-Oghi Solar,2024-05-14 05:44:41.524380+00:00
5,PTZ-Oghi Solar,2024-05-14 05:44:25.017616+00:00
5,PTZ-Oghi Solar,2024-05-14 05:44:08.040858+00:00
5,PTZ-Oghi Solar,2024-05-14 05:43:51.296378+00:00
5,PTZ-Oghi Solar,2024-05-14 05:43:34.735896+00:00
5,PTZ-Oghi Solar,2024-05-14 05:43:18.024748+00:00
5,PTZ-Oghi Solar,2024-05-14 05:43:01.343956+00:00
5,PTZ-Oghi Solar,2024-05-14 05:42:44.525399+00:00
5,PTZ-Oghi Solar,2024-05-14 05:42:27.363876+00:00
5,PTZ-Oghi Solar,2024-05-14 05:42:10.706286+00:00
5,PTZ-Oghi Solar,2024-05-14 05:41:52.556331+00:00
5,PTZ-Oghi Solar,2024-05-14 05:41:37.626702+00:00
5,PTZ-Oghi Solar,2024-05-14 05:41:20.653271+00:00
5,PTZ-Oghi Solar,2024-05-14 05:41:04.813260+00:00
5,PTZ-Oghi Solar,2024-05-14 05:40:47.212471+00:00
5,PTZ-Oghi Solar,2024-05-14 05:40:29.699711+00:00
5,PTZ-Oghi Solar,2024-05-14 05:40:09.946018+00:00
5,PTZ-Oghi Solar,2024-05-14 05:39:51.869522+00:00
5,PTZ-Oghi Solar,2024-05-14 05:39:33.946005+00:00
5,PTZ-Oghi Solar,2024-05-14 05:39:15.821709+00:00
5,PTZ-Oghi Solar,2024-05-14 05:38:57.350377+00:00
5,PTZ-Oghi Solar,2024-05-14 05:38:38.420166+00:00
5,PTZ-Oghi Solar,2024-05-14 05:38:18.942481+00:00
5,PTZ-Oghi Solar,2024-05-14 05:37:59.365193+00:00
5,PTZ-Oghi Solar,2024-05-14 05:37:39.964784+00:00
5,PTZ-Oghi Solar,2024-05-14 05:37:19.971092+00:00
5,PTZ-Oghi Solar,2024-05-14 05:37:00.211825+00:00
5,PTZ-Oghi Solar,2024-05-14 05:36:40.948384+00:00
5,PTZ-Oghi Solar,2024-05-14 05:36:20.798731+00:00
5,PTZ-Oghi Solar,2024-05-14 05:35:59.683941+00:00
5,PTZ-Oghi Solar,2024-05-14 05:35:39.189549+00:00
5,PTZ-Oghi Solar,2024-05-14 05:35:19.085863+00:00
5,PTZ-Oghi Solar,2024-05-14 05:34:58.966054+00:00
5,PTZ-Oghi Solar,2024-05-14 05:34:39.398503+00:00
5,PTZ-Oghi Solar,2024-05-14 05:34:20.560276+00:00
5,PTZ-Oghi Solar,2024-05-14 05:34:02.571477+00:00
5,PTZ-Oghi Solar,2024-05-14 05:33:45.899540+00:00
5,PTZ-Oghi Solar,2024-05-14 05:33:27.356847+00:00
5,PTZ-Oghi Solar,2024-05-14 05:33:08.695009+00:00
5,PTZ-Oghi Solar,2024-05-14 05:32:50.371595+00:00
5,PTZ-Oghi Solar,2024-05-14 05:32:32.831849+00:00
5,PTZ-Oghi Solar,2024-05-14 05:32:13.617130+00:00
5,PTZ-Oghi Solar,2024-05-14 05:31:55.884928+00:00
5,PTZ-Oghi Solar,2024-05-14 05:31:28.597072+00:00
5,PTZ-Oghi Solar,2024-05-14 05:31:09.863908+00:00
5,PTZ-Oghi Solar,2024-05-14 05:30:52.753374+00:00
5,PTZ-Oghi Solar,2024-05-14 05:30:35.350476+00:00
5,PTZ-Oghi Solar,2024-05-14 05:30:17.835758+00:00
5,PTZ-Oghi Solar,2024-05-14 05:29:59.406733+00:00
5,PTZ-Oghi Solar,2024-05-14 05:29:42.118681+00:00
5,PTZ-Oghi Solar,2024-05-14 05:29:22.460196+00:00
5,PTZ-Oghi Solar,2024-05-14 05:29:04.766420+00:00
5,PTZ-Oghi Solar,2024-05-14 05:28:47.200652+00:00
5,PTZ-Oghi Solar,2024-05-14 05:28:29.804508+00:00
5,PTZ-Oghi Solar,2024-05-14 05:28:12.962712+00:00
5,PTZ-Oghi Solar,2024-05-14 05:27:55.614735+00:00
5,PTZ-Oghi Solar,2024-05-14 05:27:38.288677+00:00
5,PTZ-Oghi Solar,2024-05-14 05:27:21.060779+00:00
5,PTZ-Oghi Solar,2024-05-14 05:27:04.376216+00:00
5,PTZ-Oghi Solar,2024-05-14 05:26:47.084078+00:00
5,PTZ-Oghi Solar,2024-05-14 05:26:29.960469+00:00
5,PTZ-Oghi Solar,2024-05-14 05:26:12.425968+00:00
5,PTZ-Oghi Solar,2024-05-14 05:25:54.410905+00:00
5,PTZ-Oghi Solar,2024-05-14 05:25:36.702891+00:00
5,PTZ-Oghi Solar,2024-05-14 05:25:19.138798+00:00
5,PTZ-Oghi Solar,2024-05-14 05:25:00.240428+00:00
5,PTZ-Oghi Solar,2024-05-14 05:24:41.305065+00:00
5,PTZ-Oghi Solar,2024-05-14 05:24:21.150578+00:00
5,PTZ-Oghi Solar,2024-05-14 05:24:01.868411+00:00
5,PTZ-Oghi Solar,2024-05-14 05:23:40.833430+00:00
5,PTZ-Oghi Solar,2024-05-14 05:23:18.748080+00:00
5,PTZ-Oghi Solar,2024-05-14 05:22:54.881964+00:00
5,PTZ-Oghi Solar,2024-05-14 05:22:31.384286+00:00
5,PTZ-Oghi Solar,2024-05-14 05:22:03.392588+00:00
5,PTZ-Oghi Solar,2024-05-14 05:21:33.040852+00:00
5,PTZ-Oghi Solar,2024-05-14 05:21:01.673103+00:00
5,PTZ-Oghi Solar,2024-05-14 05:20:30.528496+00:00
5,PTZ-Oghi Solar,2024-05-14 05:20:03.643322+00:00
5,PTZ-Oghi Solar,2024-05-14 05:19:36.408054+00:00
5,PTZ-Oghi Solar,2024-05-14 05:19:11.650178+00:00
5,PTZ-Oghi Solar,2024-05-14 05:18:47.959124+00:00
5,PTZ-Oghi Solar,2024-05-14 05:18:25.704160+00:00
5,PTZ-Oghi Solar,2024-05-14 05:18:03.573143+00:00
5,PTZ-Oghi Solar,2024-05-14 05:17:44.233856+00:00
5,PTZ-Oghi Solar,2024-05-14 05:17:24.434278+00:00
5,PTZ-Oghi Solar,2024-05-14 05:17:04.327474+00:00
5,PTZ-Oghi Solar,2024-05-14 05:16:46.174747+00:00
5,PTZ-Oghi Solar,2024-05-14 05:16:27.420182+00:00
5,PTZ-Oghi Solar,2024-05-14 05:16:06.174886+00:00
8,PTZ-Massar Sector 14,2024-05-14 05:15:45.935384+00:00
5,PTZ-Oghi Solar,2024-05-14 05:15:45.285457+00:00
5,PTZ-Oghi Solar,2024-05-14 05:15:20.030940+00:00
5,PTZ-Oghi Solar,2024-05-14 05:14:52.268965+00:00
5,PTZ-Oghi Solar,2024-05-14 05:14:27.759599+00:00
5,PTZ-Oghi Solar,2024-05-14 05:14:04.543710+00:00
5,PTZ-Oghi Solar,2024-05-14 05:13:41.676080+00:00
5,PTZ-Oghi Solar,2024-05-14 05:13:18.860149+00:00
5,PTZ-Oghi Solar,2024-05-14 05:12:57.142694+00:00
5,PTZ-Oghi Solar,2024-05-14 05:12:36.285118+00:00
5,PTZ-Oghi Solar,2024-05-14 05:12:16.320216+00:00
5,PTZ-Oghi Solar,2024-05-14 05:11:56.026414+00:00
5,PTZ-Oghi Solar,2024-05-14 05:11:37.082310+00:00
5,PTZ-Oghi Solar,2024-05-14 05:11:16.629485+00:00
5,PTZ-Oghi Solar,2024-05-14 05:10:58.449436+00:00
5,PTZ-Oghi Solar,2024-05-14 05:10:39.885155+00:00
5,PTZ-Oghi Solar,2024-05-14 05:10:20.536351+00:00
5,PTZ-Oghi Solar,2024-05-14 05:09:59.857697+00:00
5,PTZ-Oghi Solar,2024-05-14 05:09:39.658689+00:00
5,PTZ-Oghi Solar,2024-05-14 05:09:18.476612+00:00
5,PTZ-Oghi Solar,2024-05-14 05:08:55.754044+00:00
5,PTZ-Oghi Solar,2024-05-14 05:08:34.301977+00:00
5,PTZ-Oghi Solar,2024-05-14 05:08:12.633151+00:00
5,PTZ-Oghi Solar,2024-05-14 05:07:51.206220+00:00
5,PTZ-Oghi Solar,2024-05-14 05:07:28.469745+00:00
5,PTZ-Oghi Solar,2024-05-14 05:07:03.838908+00:00
5,PTZ-Oghi Solar,2024-05-14 05:06:36.100166+00:00
5,PTZ-Oghi Solar,2024-05-14 05:06:09.019291+00:00
5,PTZ-Oghi Solar,2024-05-14 05:05:43.691728+00:00
5,PTZ-Oghi Solar,2024-05-14 05:05:21.102999+00:00
5,PTZ-Oghi Solar,2024-05-14 05:04:58.914870+00:00
5,PTZ-Oghi Solar,2024-05-14 05:04:40.991308+00:00
5,PTZ-Oghi Solar,2024-05-14 05:04:20.949253+00:00
5,PTZ-Oghi Solar,2024-05-14 05:04:03.366763+00:00
5,PTZ-Oghi Solar,2024-05-14 05:03:46.394972+00:00
5,PTZ-Oghi Solar,2024-05-14 05:03:29.432207+00:00
5,PTZ-Oghi Solar,2024-05-14 05:03:12.325297+00:00
5,PTZ-Oghi Solar,2024-05-14 05:02:55.277224+00:00
5,PTZ-Oghi Solar,2024-05-14 05:02:37.982362+00:00
5,PTZ-Oghi Solar,2024-05-14 05:02:20.989385+00:00
5,PTZ-Oghi Solar,2024-05-14 05:02:02.635262+00:00
5,PTZ-Oghi Solar,2024-05-14 05:01:45.223238+00:00
5,PTZ-Oghi Solar,2024-05-14 05:01:28.236799+00:00
5,PTZ-Oghi Solar,2024-05-14 05:01:11.453642+00:00
5,PTZ-Oghi Solar,2024-05-14 05:00:54.362486+00:00
5,PTZ-Oghi Solar,2024-05-14 05:00:37.608490+00:00
5,PTZ-Oghi Solar,2024-05-14 05:00:18.419338+00:00
5,PTZ-Oghi Solar,2024-05-14 05:00:01.317753+00:00
5,PTZ-Oghi Solar,2024-05-14 04:59:44.212097+00:00
5,PTZ-Oghi Solar,2024-05-14 04:59:27.283107+00:00
5,PTZ-Oghi Solar,2024-05-14 04:59:10.268589+00:00
5,PTZ-Oghi Solar,2024-05-14 04:58:54.283822+00:00
5,PTZ-Oghi Solar,2024-05-14 04:58:36.823059+00:00
5,PTZ-Oghi Solar,2024-05-14 04:58:19.506215+00:00
5,PTZ-Oghi Solar,2024-05-14 04:58:01.992003+00:00
5,PTZ-Oghi Solar,2024-05-14 04:57:44.331233+00:00
5,PTZ-Oghi Solar,2024-05-14 04:57:26.466462+00:00
5,PTZ-Oghi Solar,2024-05-14 04:57:09.081077+00:00
5,PTZ-Oghi Solar,2024-05-14 04:56:52.015120+00:00
5,PTZ-Oghi Solar,2024-05-14 04:56:34.619610+00:00
5,PTZ-Oghi Solar,2024-05-14 04:56:16.748855+00:00
5,PTZ-Oghi Solar,2024-05-14 04:55:58.403712+00:00
5,PTZ-Oghi Solar,2024-05-14 04:55:38.996291+00:00
5,PTZ-Oghi Solar,2024-05-14 04:55:19.255942+00:00
5,PTZ-Oghi Solar,2024-05-14 04:55:00.014621+00:00
5,PTZ-Oghi Solar,2024-05-14 04:54:42.171482+00:00
5,PTZ-Oghi Solar,2024-05-14 04:54:24.065002+00:00
5,PTZ-Oghi Solar,2024-05-14 04:54:06.212997+00:00
5,PTZ-Oghi Solar,2024-05-14 04:53:45.237981+00:00
5,PTZ-Oghi Solar,2024-05-14 04:53:25.942841+00:00
5,PTZ-Oghi Solar,2024-05-14 04:53:07.480616+00:00
5,PTZ-Oghi Solar,2024-05-14 04:52:49.685400+00:00
5,PTZ-Oghi Solar,2024-05-14 04:52:30.197423+00:00
5,PTZ-Oghi Solar,2024-05-14 04:52:13.166275+00:00
5,PTZ-Oghi Solar,2024-05-14 04:51:55.951897+00:00
5,PTZ-Oghi Solar,2024-05-14 04:51:38.695742+00:00
5,PTZ-Oghi Solar,2024-05-14 04:51:20.855689+00:00
5,PTZ-Oghi Solar,2024-05-14 04:51:03.531328+00:00
5,PTZ-Oghi Solar,2024-05-14 04:50:45.865084+00:00
5,PTZ-Oghi Solar,2024-05-14 04:50:26.730871+00:00
5,PTZ-Oghi Solar,2024-05-14 04:50:09.345679+00:00
5,PTZ-Oghi Solar,2024-05-14 04:49:51.956927+00:00
5,PTZ-Oghi Solar,2024-05-14 04:49:33.529573+00:00
5,PTZ-Oghi Solar,2024-05-14 04:49:16.395233+00:00
5,PTZ-Oghi Solar,2024-05-14 04:48:58.052641+00:00
5,PTZ-Oghi Solar,2024-05-14 04:48:40.811839+00:00
5,PTZ-Oghi Solar,2024-05-14 04:48:23.107884+00:00
5,PTZ-Oghi Solar,2024-05-14 04:48:01.187783+00:00
5,PTZ-Oghi Solar,2024-05-14 04:47:43.738230+00:00
5,PTZ-Oghi Solar,2024-05-14 04:47:25.668300+00:00
5,PTZ-Oghi Solar,2024-05-14 04:47:07.935942+00:00
5,PTZ-Oghi Solar,2024-05-14 04:46:49.192686+00:00
5,PTZ-Oghi Solar,2024-05-14 04:46:32.933869+00:00
5,PTZ-Oghi Solar,2024-05-14 04:46:15.761047+00:00
5,PTZ-Oghi Solar,2024-05-14 04:45:59.248297+00:00
5,PTZ-Oghi Solar,2024-05-14 04:45:41.973344+00:00
5,PTZ-Oghi Solar,2024-05-14 04:45:23.591060+00:00
5,PTZ-Oghi Solar,2024-05-14 04:45:00.378201+00:00
8,PTZ-Massar Sector 14,2024-05-14 04:44:56.822187+00:00
5,PTZ-Oghi Solar,2024-05-14 04:44:41.965801+00:00
5,PTZ-Oghi Solar,2024-05-14 04:44:22.470482+00:00
5,PTZ-Oghi Solar,2024-05-14 04:44:02.629621+00:00
5,PTZ-Oghi Solar,2024-05-14 04:43:41.333714+00:00
5,PTZ-Oghi Solar,2024-05-14 04:43:21.391911+00:00
5,PTZ-Oghi Solar,2024-05-14 04:43:00.848488+00:00
5,PTZ-Oghi Solar,2024-05-14 04:42:40.759474+00:00
5,PTZ-Oghi Solar,2024-05-14 04:42:20.441777+00:00
5,PTZ-Oghi Solar,2024-05-14 04:41:59.826926+00:00
5,PTZ-Oghi Solar,2024-05-14 04:41:38.728821+00:00
5,PTZ-Oghi Solar,2024-05-14 04:41:18.145332+00:00
5,PTZ-Oghi Solar,2024-05-14 04:40:57.737059+00:00
5,PTZ-Oghi Solar,2024-05-14 04:40:36.637286+00:00
5,PTZ-Oghi Solar,2024-05-14 04:40:15.991851+00:00
5,PTZ-Oghi Solar,2024-05-14 04:39:54.334105+00:00
5,PTZ-Oghi Solar,2024-05-14 04:39:33.624000+00:00
5,PTZ-Oghi Solar,2024-05-14 04:39:13.315761+00:00
5,PTZ-Oghi Solar,2024-05-14 04:38:53.529862+00:00
5,PTZ-Oghi Solar,2024-05-14 04:38:36.238741+00:00
5,PTZ-Oghi Solar,2024-05-14 04:38:19.022129+00:00
5,PTZ-Oghi Solar,2024-05-14 04:38:01.301262+00:00
5,PTZ-Oghi Solar,2024-05-14 04:37:42.643222+00:00
5,PTZ-Oghi Solar,2024-05-14 04:37:23.342940+00:00
